Año,Mes,Nacionalidad,Femenino,Masculino,Indefinido,Total
2017,Junio,Sierra Leona,0,2,0,2
2017,Junio,Singapur,24,34,0,58
2017,Junio,República Árabe Siria,1,2,0,3
2017,Junio,Sri Lanka,1,2,0,3
2017,Junio,Sudáfrica,43,103,0,146
2017,Junio,Sudán,0,1,0,1
2017,Junio,Suecia,300,453,0,753
2017,Junio,Suiza,522,794,0,1316
2017,Junio,Surinam,7,21,0,28
2017,Junio,Taiwán,64,98,0,162
2017,Junio,Tailandia,44,30,0,74
2017,Junio,Tanzania,2,2,0,4
2017,Junio,Togo,0,1,0,1
2017,Junio,Trinidad y Tobago,38,65,0,103
2017,Junio,Túnez,3,10,0,13
2017,Junio,Turquía,165,332,0,497
2017,Junio,Ucrania,22,42,0,64
2017,Junio,Uganda,2,0,0,2
2017,Junio,Uruguay,673,883,0,1556
2017,Junio,Uzbekistán,2,0,0,2
2017,Junio,Venezuela,20964,26124,0,47088
2017,Junio,Vietnam,11,4,0,15
2017,Junio,República Árabe de Yemen,0,1,0,1
2017,Junio,Zambia,1,4,0,5
2017,Junio,Zimbabue,1,9,0,10
2017,Junio,Anguila/Territorio Británico de Ultramar,1,0,0,1
2017,Junio,Refugiado,1,3,0,4
2017,Junio,Desconocido,100,203,0,303
2017,Julio,Afganistán,0,2,0,2
2017,Julio,Albania,1,3,0,4
2017,Julio,Alemania,2842,3426,0,6268
2017,Julio,Andorra,1,11,0,12
2017,Julio,Angola,2,8,0,10
2017,Julio,Antigua y Barbuda,1,6,0,7
2017,Julio,Países Bajos,3359,3924,0,7283
2017,Julio,Arabia Saudita,0,9,0,9
2017,Julio,Argelia,4,9,0,13
2017,Julio,Argentina,8662,8946,0,17608
2017,Julio,República de Armenia,1,4,0,5
2017,Julio,Australia,613,923,0,1536
2017,Julio,Austria,371,435,0,806
2017,Julio,Azerbaiyán,4,9,0,13
2017,Julio,Bahamas,21,15,0,36
2017,Julio,Bahréin,1,4,0,5
2017,Julio,Bangladesh,3,6,0,9
2017,Julio,Barbados,46,60,0,106
2017,Julio,República de Belarús,2,5,0,7
2017,Julio,Bélgica,754,928,0,1682
2017,Julio,Belice,16,25,0,41
2017,Julio,Benín,1,1,0,2
2017,Julio,Bermudas/Territorio Británico de Ultramar,0,9,0,9
2017,Julio,Bolivia,990,986,0,1976
2017,Julio,Bosnia y Herzegovina,1,2,0,3
2017,Julio,Brasil,8719,9371,0,18090
2017,Julio,Brunei Darussalam,2,0,0,2
2017,Julio,Bulgaria,27,31,0,58
2017,Julio,Burundi,0,1,0,1
2017,Julio,Bután,0,3,0,3
2017,Julio,Islas Caimán/Territorio Británico de Ultramar,5,2,0,7
2017,Julio,Camboya,0,4,0,4
2017,Julio,Camerún,7,19,0,26
2017,Julio,Canadá,1743,2495,0,4238
2017,Julio,España,4197,7268,0,11465
2017,Julio,República Del Congo,0,1,0,1
2017,Julio,República Democrática del Congo,3,4,0,7
2017,Julio,República de Corea,278,510,0,788
2017,Julio,Costa de Marfil,1,6,0,7
2017,Julio,Costa Rica,1902,2025,0,3927
2017,Julio,Croacia,17,38,0,55
2017,Julio,Cuba,347,539,0,886
2017,Julio,República Checa,91,105,0,196
2017,Julio,Chile,6247,6622,0,12869
2017,Julio,China,551,945,0,1496
2017,Julio,Chipre,6,12,0,18
2017,Julio,Dinamarca,252,350,0,602
2017,Julio,Dominica,3,7,0,10
2017,Julio,Ecuador,6578,8564,0,15142
2017,Julio,Egipto,10,49,0,59
2017,Julio,El Salvador,994,1190,0,2184
2017,Julio,Emiratos Árabes,9,17,0,26
2017,Julio,Eritrea,0,1,0,1
2017,Julio,Eslovaquia,36,39,0,75
2017,Julio,Eslovenia,39,46,0,85
2017,Julio,Estados Unidos de América,22627,31883,0,54510
2017,Julio,Estonia,17,19,0,36
2017,Julio,Etiopia,2,4,0,6
2017,Julio,Islas Fiji,1,2,0,3
2017,Julio,Filipinas,76,195,0,271
2017,Julio,Finlandia,66,88,0,154
2017,Julio,Francia,3759,4905,0,8664
2017,Julio,Gabón,2,1,0,3
2017,Julio,Georgia,5,4,0,9
2017,Julio,Ghana,8,11,0,19
2017,Julio,Granada,2,6,0,8
2017,Julio,Grecia,51,83,0,134
2017,Julio,Guatemala,569,1079,0,1648
2017,Julio,Guyana,23,20,0,43
2017,Julio,Guinea,1,0,0,1
2017,Julio,Guinea Ecuatorial,0,2,0,2
2017,Julio,Haití,8,21,0,29
2017,Julio,Honduras,356,534,0,890
2017,Julio,Hong Kong,9,4,0,13
2017,Julio,Hungría,53,64,0,117
2017,Julio,India,146,569,0,715
2017,Julio,Indonesia,29,47,0,76
2017,Julio,Iraq,1,3,0,4
2017,Julio,Irán,8,16,0,24
2017,Julio,República de Irlanda,308,397,0,705
2017,Julio,Islandia,14,22,0,36
2017,Julio,Israel,340,732,0,1072
2017,Julio,Italia,1231,2304,0,3535
2017,Julio,Jamaica,42,54,0,96
2017,Julio,Japón,161,496,0,657
2017,Julio,Jordania,4,10,0,14
2017,Julio,Kazajistán,1,5,0,6
2017,Julio,Kenia,14,16,0,30
2017,Julio,Kiribati,0,6,0,6
2017,Julio,Kuwait,6,3,0,9
2017,Julio,República de Kosovo,0,2,0,2
2017,Julio,República Democrática Popular  Lao,2,2,0,4
2017,Julio,Lesoto,0,1,0,1
2017,Julio,Letonia,10,12,0,22
2017,Julio,Lituania,25,24,0,49
2017,Julio,Líbano,31,31,0,62
2017,Julio,Liberia,0,1,0,1
2017,Julio,Liechtenstein,9,6,0,15
2017,Julio,Luxemburgo,19,17,0,36
2017,Julio,Macedonia,2,3,0,5
2017,Julio,Madagascar,3,2,0,5
2017,Julio,Malasia,16,34,0,50
2017,Julio,Malawi,2,0,0,2
2017,Julio,Maldivas,0,1,0,1
2017,Julio,Malta,8,10,0,18
2017,Julio,Marruecos,20,15,0,35
2017,Julio,Mauricio,1,6,0,7
2017,Julio,México,7253,10597,0,17850
2017,Julio,República de Moldavia,2,0,0,2
2017,Julio,Mónaco,1,0,0,1
2017,Julio,Mongolia,3,2,0,5
2017,Julio,Montenegro,1,3,0,4
2017,Julio,Mozambique,1,3,0,4
2017,Julio,Myanmar,4,10,0,14
2017,Julio,Namibia,1,0,0,1
2017,Julio,Nepal,3,11,0,14
2017,Julio,Nicaragua,124,231,0,355
2017,Julio,Nigeria,11,16,0,27
2017,Julio,Noruega,275,325,0,600
2017,Julio,Nueva Zelanda,173,209,0,382
2017,Julio,Omán,0,2,0,2
2017,Julio,Papúa Nueva Guinea,0,2,0,2
2017,Julio,Pakistán,14,23,0,37
2017,Julio,Panamá,3256,3505,0,6761
2017,Julio,Paraguay,255,227,0,482
2017,Julio,Perú,6367,6904,0,13271
2017,Julio,Palestina,0,2,0,2
2017,Julio,Polonia,210,205,0,415
2017,Julio,Portugal,312,550,0,862
2017,Julio,Qatar,0,2,0,2
2017,Julio,Reino Unido de Gran Bretaña e Irlanda del Norte,1943,3002,0,4945
2017,Julio,República CentroÁfricana,0,1,0,1
2017,Julio,Federación de Rusia,182,194,0,376
2017,Julio,República Dominicana,694,926,0,1620
2017,Julio,Rumania,91,86,0,177
2017,Julio,Rwanda,0,2,0,2
2017,Julio,San Cristóbal y Nevis,1,6,0,7
2017,Julio,San Marino,1,1,0,2
2017,Julio,San  Vicente y las Granadinas,6,5,0,11
2017,Julio,Santa Lucia,7,5,0,12
2017,Julio,Senegal,0,1,0,1
2017,Julio,Serbia,14,14,0,28
2017,Julio,Sierra Leona,1,0,0,1
2017,Julio,Singapur,25,29,0,54
2017,Julio,República Árabe Siria,1,1,0,2
2017,Julio,Sri Lanka,0,9,0,9
2017,Julio,Sudáfrica,80,131,0,211
2017,Julio,Sudán,1,1,0,2
2017,Julio,Suecia,224,380,0,604
2017,Julio,Suiza,1105,1376,0,2481
2017,Julio,Surinam,23,29,0,52
2017,Julio,Taiwán,90,116,0,206
2017,Julio,Tailandia,33,8,0,41
2017,Julio,Tanzania,2,5,0,7
2017,Julio,Togo,1,4,0,5
2017,Julio,Trinidad y Tobago,61,88,0,149
2017,Julio,Túnez,4,10,0,14
2017,Julio,Turquía,168,287,0,455
2017,Julio,Ucrania,34,39,0,73
2017,Julio,Uganda,1,5,0,6
2017,Julio,Uruguay,654,753,0,1407
2017,Julio,Uzbekistán,0,1,0,1
2017,Julio,Venezuela,35498,38805,0,74303
2017,Julio,Vietnam,14,18,0,32
2017,Julio,Islas Vírgenes Británicas/Territorio Británico de Ultramar,0,1,0,1
2017,Julio,Zimbabue,1,9,0,10
2017,Julio,Anguila/Territorio Británico de Ultramar,0,1,0,1
2017,Julio,Islas Turcas y Caicos/Territorio Británico de Ultramar,1,0,0,1
2017,Julio,Refugiado,2,1,0,3
2017,Julio,Desconocido,85,169,0,254
2017,Agosto,Afganistán,0,1,0,1
2017,Agosto,Albania,5,2,0,7
2017,Agosto,Alemania,2924,3632,0,6556
2017,Agosto,Andorra,6,18,0,24
2017,Agosto,Angola,4,1,0,5
2017,Agosto,Antigua y Barbuda,0,4,0,4
2017,Agosto,Países Bajos,1990,2556,0,4546
2017,Agosto,Arabia Saudita,0,16,0,16
2017,Agosto,Argelia,8,13,0,21
2017,Agosto,Argentina,6799,7881,0,14680
2017,Agosto,República de Armenia,2,1,0,3
2017,Agosto,Australia,496,815,0,1311
2017,Agosto,Austria,286,363,0,649
2017,Agosto,Azerbaiyán,2,8,0,10
2017,Agosto,Bahamas,15,27,0,42
2017,Agosto,Bahréin,0,2,0,2
2017,Agosto,Bangladesh,1,2,0,3
2017,Agosto,Barbados,12,14,0,26
2017,Agosto,República de Belarús,3,7,0,10
2017,Agosto,Bélgica,428,617,0,1045
2017,Agosto,Belice,14,23,0,37
2017,Agosto,Bermudas/Territorio Británico de Ultramar,5,7,0,12
2017,Agosto,Bolivia,870,917,0,1787
2017,Agosto,Bosnia y Herzegovina,2,3,0,5
2017,Agosto,Brasil,8387,9343,0,17730
2017,Agosto,Brunei Darussalam,0,1,0,1
2017,Agosto,Bulgaria,19,30,0,49
2017,Agosto,Burkina Faso,2,0,0,2
2017,Agosto,Burundi,0,1,0,1
2017,Agosto,Bután,0,1,0,1
2017,Agosto,Cabo Verde,1,2,0,3
2017,Agosto,Islas Caimán/Territorio Británico de Ultramar,3,3,0,6
2017,Agosto,Camboya,0,1,0,1
2017,Agosto,Camerún,1,4,0,5
2017,Agosto,Canadá,1531,2368,0,3899
2017,Agosto,Chad,0,1,0,1
2017,Agosto,España,5472,8222,0,13694
2017,Agosto,República Democrática del Congo,0,2,0,2
2017,Agosto,República de Corea,254,486,0,740
2017,Agosto,Costa de Marfil,0,1,0,1
2017,Agosto,Costa Rica,1340,1833,0,3173
2017,Agosto,Croacia,19,40,0,59
2017,Agosto,Cuba,285,635,0,920
2017,Agosto,República Checa,67,72,0,139
2017,Agosto,Chile,5873,6696,0,12569
2017,Agosto,China,442,931,0,1373
2017,Agosto,Chipre,5,12,0,17
2017,Agosto,Dinamarca,110,184,0,294
2017,Agosto,Dominica,1,7,0,8
2017,Agosto,Ecuador,9503,10764,0,20267
2017,Agosto,Egipto,6,23,0,29
2017,Agosto,El Salvador,1188,1372,0,2560
2017,Agosto,Emiratos Árabes,8,20,0,28
2017,Agosto,Eritrea,0,2,0,2
2017,Agosto,Eslovaquia,26,38,0,64
2017,Agosto,Eslovenia,12,32,0,44
2017,Agosto,Estados Unidos de América,18199,30919,0,49118
2017,Agosto,Estonia,9,9,0,18
2017,Agosto,Etiopia,2,3,0,5
2017,Agosto,Filipinas,59,315,0,374
2017,Agosto,Finlandia,66,79,0,145
2017,Agosto,Francia,3267,4531,0,7798
2017,Agosto,Gabón,1,0,0,1
2017,Agosto,Georgia,5,7,0,12
2017,Agosto,Ghana,0,9,0,9
2017,Agosto,Granada,3,5,0,8
2017,Agosto,Grecia,31,87,0,118
2017,Agosto,Guatemala,594,1156,0,1750
2017,Agosto,Guyana,7,18,0,25
2017,Agosto,Guinea Ecuatorial,0,3,0,3
2017,Agosto,Guinea Bissau,0,2,0,2
2017,Agosto,Haití,9,30,0,39
2017,Agosto,Honduras,381,544,0,925
2017,Agosto,Hong Kong,3,3,0,6
2017,Agosto,Hungría,28,61,0,89
2017,Agosto,India,108,533,0,641
2017,Agosto,Indonesia,13,28,0,41
2017,Agosto,Iraq,0,1,0,1
2017,Agosto,Irán,13,27,0,40
2017,Agosto,República de Irlanda,217,330,0,547
2017,Agosto,Islandia,7,12,0,19
2017,Agosto,Israel,304,714,0,1018
2017,Agosto,Italia,1881,3486,0,5367
2017,Agosto,Jamaica,26,50,0,76
2017,Agosto,Japón,252,571,0,823
2017,Agosto,Jordania,4,7,0,11
2017,Agosto,Kazajistán,5,3,0,8
2017,Agosto,Kenia,14,20,0,34
2017,Agosto,Kuwait,0,4,0,4
2017,Agosto,República de Kosovo,0,1,0,1
2017,Agosto,Letonia,13,14,0,27
2017,Agosto,Lituania,23,21,0,44
2017,Agosto,Líbano,33,39,0,72
2017,Agosto,Libia,0,1,0,1
2017,Agosto,Liechtenstein,5,1,0,6
2017,Agosto,Luxemburgo,15,29,0,44
2017,Agosto,Macedonia,1,0,0,1
2017,Agosto,Madagascar,1,3,0,4
2017,Agosto,Malasia,19,15,0,34
2017,Agosto,Malawi,0,3,0,3
2017,Agosto,Malta,21,15,0,36
2017,Agosto,Marruecos,9,21,0,30
2017,Agosto,Mauricio,1,4,0,5
2017,Agosto,México,6144,10495,0,16639
2017,Agosto,República de Moldavia,3,1,0,4
2017,Agosto,Mónaco,2,1,0,3
2017,Agosto,Mongolia,3,0,0,3
2017,Agosto,Montenegro,0,2,0,2
2017,Agosto,Mozambique,1,2,0,3
2017,Agosto,Myanmar,0,2,0,2
2017,Agosto,Nepal,0,6,0,6
2017,Agosto,Nicaragua,120,194,0,314
2017,Agosto,Nigeria,6,13,0,19
2017,Agosto,Noruega,93,149,0,242
2017,Agosto,Nueva Zelanda,119,181,0,300
2017,Agosto,Pakistán,4,24,0,28
2017,Agosto,Panamá,3463,3895,0,7358
2017,Agosto,Paraguay,448,354,0,802
2017,Agosto,Perú,6278,7243,0,13521
2017,Agosto,Palestina,0,5,0,5
2017,Agosto,Polonia,164,219,0,383
2017,Agosto,Portugal,317,621,0,938
2017,Agosto,Reino Unido de Gran Bretaña e Irlanda del Norte,1737,2778,0,4515
2017,Agosto,Federación de Rusia,182,213,0,395
2017,Agosto,República Dominicana,757,1148,0,1905
2017,Agosto,Rumania,69,85,0,154
2017,Agosto,Rwanda,1,2,0,3
2017,Agosto,San Cristóbal y Nevis,0,5,0,5
2017,Agosto,San Marino,4,3,0,7
2017,Agosto,San  Vicente y las Granadinas,2,2,0,4
2017,Agosto,Santa Lucia,2,4,0,6
2017,Agosto,Santa Sede/Ciudad del Vaticano,0,6,0,6
2017,Agosto,Senegal,3,2,0,5
2017,Agosto,Serbia,17,14,0,31
2017,Agosto,Singapur,28,38,0,66
2017,Agosto,República Árabe Siria,0,4,0,4
2017,Agosto,Sri Lanka,1,1,0,2
2017,Agosto,Sudáfrica,38,96,0,134
2017,Agosto,Sudán,0,2,0,2
2017,Agosto,Suecia,151,240,0,391
2017,Agosto,Suiza,559,865,0,1424
2017,Agosto,Surinam,12,18,0,30
2017,Agosto,Suazilandia,2,5,0,7
2017,Agosto,Taiwán,77,84,0,161
2017,Agosto,Tailandia,17,12,0,29
2017,Agosto,Tanzania,1,0,0,1
2017,Agosto,Trinidad y Tobago,42,73,0,115
2017,Agosto,Túnez,0,8,0,8
2017,Agosto,Turquía,234,388,0,622
2017,Agosto,Ucrania,20,73,0,93
2017,Agosto,Uganda,2,2,0,4
2017,Agosto,Uruguay,865,1040,0,1905
2017,Agosto,Uzbekistán,1,0,0,1
2017,Agosto,Venezuela,42358,46764,0,89122
2017,Agosto,Vietnam,6,3,0,9
2017,Agosto,Islas Vírgenes Británicas/Territorio Británico de Ultramar,0,1,0,1
2017,Agosto,República Árabe de Yemen,0,3,0,3
2017,Agosto,Zambia,1,0,0,1
2017,Agosto,Zimbabue,1,5,0,6
2017,Agosto,Refugiado,1,2,0,3
2017,Agosto,Desconocido,64,125,0,189
2017,Septiembre,Afganistán,0,1,0,1
2017,Septiembre,Albania,1,4,0,5
2017,Septiembre,Alemania,2008,2921,0,4929
2017,Septiembre,Andorra,1,8,0,9
2017,Septiembre,Angola,1,1,0,2
2017,Septiembre,Antigua y Barbuda,2,2,0,4
2017,Septiembre,Países Bajos,1468,2198,0,3666
2017,Septiembre,Arabia Saudita,3,8,0,11
2017,Septiembre,Argelia,1,7,0,8
2017,Septiembre,Argentina,6405,7381,0,13786
2017,Septiembre,República de Armenia,3,1,0,4
2017,Septiembre,Aruba,2,2,0,4
2017,Septiembre,Australia,461,727,0,1188
2017,Septiembre,Austria,170,333,0,503
2017,Septiembre,Azerbaiyán,2,5,0,7
2017,Septiembre,Bahamas,17,20,0,37
2017,Septiembre,Bangladesh,1,5,0,6
2017,Septiembre,Barbados,12,18,0,30
2017,Septiembre,República de Belarús,8,4,0,12
2017,Septiembre,Bélgica,332,619,0,951
2017,Septiembre,Belice,8,13,0,21
2017,Septiembre,Bermudas/Territorio Británico de Ultramar,0,5,0,5
2017,Septiembre,Bolivia,1065,1027,0,2092
2017,Septiembre,Bosnia y Herzegovina,0,4,0,4
2017,Septiembre,Brasil,10437,10810,0,21247
2017,Septiembre,Bulgaria,25,32,0,57
2017,Septiembre,Burkina Faso,0,1,0,1
2017,Septiembre,Bután,0,1,0,1
2017,Septiembre,Cabo Verde,1,2,0,3
2017,Septiembre,Islas Caimán/Territorio Británico de Ultramar,4,5,0,9
2017,Septiembre,Camboya,0,6,0,6
2017,Septiembre,Camerún,0,3,0,3
2017,Septiembre,Canadá,1037,1898,0,2935
2017,Septiembre,España,3242,6848,0,10090
2017,Septiembre,República Del Congo,0,1,0,1
2017,Septiembre,República Democrática del Congo,1,3,0,4
2017,Septiembre,República de Corea,189,484,0,673
2017,Septiembre,Costa de Marfil,0,3,0,3
2017,Septiembre,Costa Rica,1714,1807,0,3521
2017,Septiembre,Croacia,17,105,0,122
2017,Septiembre,Cuba,262,555,0,817
2017,Septiembre,República Checa,85,83,0,168
2017,Septiembre,Chile,5120,6007,0,11127
2017,Septiembre,China,382,972,0,1354
2017,Septiembre,Chipre,5,21,0,26
2017,Septiembre,Dinamarca,86,184,0,270
2017,Septiembre,Dominica,3,9,0,12
2017,Septiembre,Ecuador,6332,8621,0,14953
2017,Septiembre,Egipto,12,33,0,45
2017,Septiembre,El Salvador,1049,1270,0,2319
2017,Septiembre,Emiratos Árabes,11,23,0,34
2017,Septiembre,Eslovaquia,42,51,0,93
2017,Septiembre,Eslovenia,11,22,0,33
2017,Septiembre,Estados Unidos de América,11801,22058,0,33859
2017,Septiembre,Estonia,11,10,0,21
2017,Septiembre,Etiopia,0,3,0,3
2017,Septiembre,Filipinas,58,342,0,400
2017,Septiembre,Finlandia,39,59,0,98
2017,Septiembre,Francia,1695,2859,0,4554
2017,Septiembre,Gabón,0,1,0,1
2017,Septiembre,Gambia,1,0,0,1
2017,Septiembre,Georgia,1,4,0,5
2017,Septiembre,Ghana,1,7,0,8
2017,Septiembre,Granada,1,3,0,4
2017,Septiembre,Grecia,33,101,0,134
2017,Septiembre,Guatemala,772,1129,0,1901
2017,Septiembre,Guyana,18,30,0,48
2017,Septiembre,Haití,11,13,0,24
2017,Septiembre,Honduras,517,529,0,1046
2017,Septiembre,Hong Kong,6,8,0,14
2017,Septiembre,Hungría,58,63,0,121
2017,Septiembre,India,84,543,0,627
2017,Septiembre,Indonesia,18,60,0,78
2017,Septiembre,Iraq,0,2,0,2
2017,Septiembre,Irán,6,14,0,20
2017,Septiembre,República de Irlanda,199,306,0,505
2017,Septiembre,Islandia,5,15,0,20
2017,Septiembre,Isla de Man,0,1,0,1
2017,Septiembre,Israel,262,780,0,1042
2017,Septiembre,Italia,957,2328,0,3285
2017,Septiembre,Jamaica,27,61,0,88
2017,Septiembre,Japón,176,586,0,762
2017,Septiembre,Jordania,4,12,0,16
2017,Septiembre,Kazajistán,3,6,0,9
2017,Septiembre,Kenia,9,15,0,24
2017,Septiembre,Kuwait,3,1,0,4
2017,Septiembre,República de Kosovo,3,0,0,3
2017,Septiembre,República Democrática Popular  Lao,2,0,0,2
2017,Septiembre,Lesoto,1,1,0,2
2017,Septiembre,Letonia,9,15,0,24
2017,Septiembre,Lituania,29,25,0,54
2017,Septiembre,Líbano,23,22,0,45
2017,Septiembre,Liechtenstein,1,1,0,2
2017,Septiembre,Luxemburgo,5,8,0,13
2017,Septiembre,Macedonia,1,3,0,4
2017,Septiembre,Madagascar,4,1,0,5
2017,Septiembre,Malasia,12,37,0,49
2017,Septiembre,Malawi,0,2,0,2
2017,Septiembre,Malta,7,12,0,19
2017,Septiembre,Marruecos,12,27,0,39
2017,Septiembre,Mauricio,5,4,0,9
2017,Septiembre,México,5625,9860,0,15485
2017,Septiembre,República de Moldavia,3,3,0,6
2017,Septiembre,Mónaco,0,1,0,1
2017,Septiembre,Montenegro,0,6,0,6
2017,Septiembre,Mozambique,1,5,0,6
2017,Septiembre,Myanmar,0,3,0,3
2017,Septiembre,Namibia,0,1,0,1
2017,Septiembre,Nepal,5,5,0,10
2017,Septiembre,Nicaragua,151,185,0,336
2017,Septiembre,Nigeria,6,13,0,19
2017,Septiembre,Noruega,135,144,0,279
2017,Septiembre,Nueva Zelanda,121,158,0,279
2017,Septiembre,Omán,5,3,0,8
2017,Septiembre,Papúa Nueva Guinea,0,1,0,1
2017,Septiembre,Pakistán,5,19,0,24
2017,Septiembre,Panamá,5312,4569,0,9881
2017,Septiembre,Paraguay,384,541,0,925
2017,Septiembre,Perú,5440,6418,0,11858
2017,Septiembre,Palestina,0,2,0,2
2017,Septiembre,Polonia,190,243,0,433
2017,Septiembre,Portugal,230,577,0,807
2017,Septiembre,Puerto Rico/Territorio de Estados Unidos,2,2,0,4
2017,Septiembre,Qatar,0,1,0,1
2017,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,1194,2308,0,3502
2017,Septiembre,Federación de Rusia,176,225,0,401
2017,Septiembre,República Dominicana,635,848,0,1483
2017,Septiembre,Rumania,82,96,0,178
2017,Septiembre,Rwanda,0,5,0,5
2017,Septiembre,San Cristóbal y Nevis,3,0,0,3
2017,Septiembre,Samoa Occidental,0,1,0,1
2017,Septiembre,San  Vicente y las Granadinas,0,4,0,4
2017,Septiembre,Santa Lucia,4,3,0,7
2017,Septiembre,Santa Sede/Ciudad del Vaticano,0,11,0,11
2017,Septiembre,Santo Tomé y Príncipe,0,1,0,1
2017,Septiembre,Senegal,0,2,0,2
2017,Septiembre,Serbia,7,6,0,13
2017,Septiembre,Sierra Leona,0,2,0,2
2017,Septiembre,Singapur,16,34,0,50
2017,Septiembre,República Árabe Siria,1,1,0,2
2017,Septiembre,Sri Lanka,1,7,0,8
2017,Septiembre,Sudáfrica,31,78,0,109
2017,Septiembre,Suecia,148,295,0,443
2017,Septiembre,Suiza,456,777,0,1233
2017,Septiembre,Surinam,17,20,0,37
2017,Septiembre,Taiwán,46,83,0,129
2017,Septiembre,Tailandia,6,14,0,20
2017,Septiembre,Tanzania,1,5,0,6
2017,Septiembre,Togo,0,1,0,1
2017,Septiembre,Tonga,1,0,0,1
2017,Septiembre,Trinidad y Tobago,43,87,0,130
2017,Septiembre,Túnez,1,11,0,12
2017,Septiembre,Turquía,169,326,0,495
2017,Septiembre,Ucrania,36,40,0,76
2017,Septiembre,Uganda,5,5,0,10
2017,Septiembre,Uruguay,622,823,0,1445
2017,Septiembre,Vanuatu,0,1,0,1
2017,Septiembre,Venezuela,37120,42194,0,79314
2017,Septiembre,Vietnam,8,7,0,15
2017,Septiembre,República Árabe de Yemen,0,1,0,1
2017,Septiembre,Zambia,1,3,0,4
2017,Septiembre,Zimbabue,2,4,0,6
2017,Septiembre,Islas Turcas y Caicos/Territorio Británico de Ultramar,1,0,0,1
2017,Septiembre,Refugiado,1,5,0,6
2017,Septiembre,Desconocido,116,191,0,307
2017,Octubre,Afganistán,1,7,0,8
2017,Octubre,Albania,2,4,0,6
2017,Octubre,Alemania,2197,3326,0,5523
2017,Octubre,Andorra,3,12,0,15
2017,Octubre,Angola,2,1,0,3
2017,Octubre,Antigua y Barbuda,1,5,0,6
2017,Octubre,Países Bajos,1709,2465,0,4174
2017,Octubre,Arabia Saudita,6,9,0,15
2017,Octubre,Argelia,2,5,0,7
2017,Octubre,Argentina,6230,7649,0,13879
2017,Octubre,República de Armenia,0,2,0,2
2017,Octubre,Australia,509,804,0,1313
2017,Octubre,Austria,208,339,0,547
2017,Octubre,Azerbaiyán,4,8,0,12
2017,Octubre,Bahamas,11,21,0,32
2017,Octubre,Bahréin,1,2,0,3
2017,Octubre,Bangladesh,11,11,0,22
2017,Octubre,Barbados,11,15,0,26
2017,Octubre,República de Belarús,5,3,0,8
2017,Octubre,Bélgica,325,544,0,869
2017,Octubre,Belice,9,21,0,30
2017,Octubre,Benín,2,6,0,8
2017,Octubre,Bermudas/Territorio Británico de Ultramar,1,3,0,4
2017,Octubre,Bolivia,901,955,0,1856
2017,Octubre,Bosnia y Herzegovina,0,5,0,5
2017,Octubre,Botsuana,1,2,0,3
2017,Octubre,Brasil,10873,11294,0,22167
2017,Octubre,Brunei Darussalam,1,0,0,1
2017,Octubre,Bulgaria,44,56,0,100
2017,Octubre,Burkina Faso,0,3,0,3
2017,Octubre,Burundi,0,1,0,1
2017,Octubre,Bután,0,3,0,3
2017,Octubre,Cabo Verde,0,3,0,3
2017,Octubre,Islas Caimán/Territorio Británico de Ultramar,1,0,0,1
2017,Octubre,Camboya,2,2,0,4
2017,Octubre,Camerún,1,8,0,9
2017,Octubre,Canadá,1330,2258,0,3588
2017,Octubre,Chad,0,1,0,1
2017,Octubre,España,3583,7173,0,10756
2017,Octubre,República Del Congo,1,1,0,2
2017,Octubre,Comoras,0,1,0,1
2017,Octubre,República Democrática del Congo,4,5,0,9
2017,Octubre,República de Corea,286,525,0,811
2017,Octubre,Costa de Marfil,2,12,0,14
2017,Octubre,Costa Rica,1447,1800,0,3247
2017,Octubre,Croacia,23,62,0,85
2017,Octubre,Cuba,354,658,0,1012
2017,Octubre,República Checa,76,114,0,190
2017,Octubre,Chile,5697,6355,0,12052
2017,Octubre,China,480,884,0,1364
2017,Octubre,Chipre,4,5,0,9
2017,Octubre,Dinamarca,120,233,0,353
2017,Octubre,República de Yibuti,0,1,0,1
2017,Octubre,Dominica,1,2,0,3
2017,Octubre,Ecuador,5669,8428,0,14097
2017,Octubre,Egipto,10,33,0,43
2017,Octubre,El Salvador,1004,1364,0,2368
2017,Octubre,Emiratos Árabes,5,23,0,28
2017,Octubre,Eslovaquia,36,57,0,93
2017,Octubre,Eslovenia,24,51,0,75
2017,Octubre,Estados Unidos de América,11817,22746,0,34563
2017,Octubre,Estonia,13,15,0,28
2017,Octubre,Etiopia,1,4,0,5
2017,Octubre,Islas Fiji,0,1,0,1
2017,Octubre,Filipinas,73,243,0,316
2017,Octubre,Finlandia,63,102,0,165
2017,Octubre,Francia,1910,3109,0,5019
2017,Octubre,Gabón,0,3,0,3
2017,Octubre,Gambia,0,1,0,1
2017,Octubre,Georgia,7,8,0,15
2017,Octubre,Ghana,8,28,0,36
2017,Octubre,Granada,1,4,0,5
2017,Octubre,Grecia,42,100,0,142
2017,Octubre,Guatemala,735,1176,0,1911
2017,Octubre,Guyana,12,29,0,41
2017,Octubre,Guinea,0,2,0,2
2017,Octubre,Guinea Ecuatorial,0,2,0,2
2017,Octubre,Guinea Bissau,0,2,0,2
2017,Octubre,Haití,17,30,0,47
2017,Octubre,Honduras,439,554,0,993
2017,Octubre,Hong Kong,6,11,0,17
2017,Octubre,Hungría,61,100,0,161
